,,,'mixed3a','mixed3b','mixed4a','mixed4b','mixed4c','mixed4d','mixed4e','mixed5a','mixed5b',
top5gen/data/flowers.jpeg,0.03,orange,59.82142857,58.54591837,69.3877551,72.44897959,73.97959184,71.93877551,65.81632653,85.71428571,97.95918367,top5gen/data/flowers.jpeg->orange
top5gen/data/flowers.jpeg,0.01,cucumber,53.44387755,52.67857143,55.6122449,56.63265306,59.18367347,56.12244898,56.63265306,83.67346939,93.87755102,top5gen/data/flowers.jpeg->cucumber
top5gen/data/flute1.jpeg,0.99,flute,60.71428571,59.31122449,70.91836735,71.42857143,67.85714286,70.40816327,61.2244898,65.30612245,100,top5gen/data/flute1.jpeg->flute
top5gen/data/flute1.jpeg,0,oboe,60.20408163,59.94897959,70.40816327,72.44897959,69.89795918,63.7755102,60.71428571,71.42857143,100,top5gen/data/flute1.jpeg->oboe
top5gen/data/flute1.jpeg,0,bassoon,58.67346939,56.76020408,66.83673469,66.32653061,65.81632653,60.71428571,57.65306122,71.42857143,100,top5gen/data/flute1.jpeg->bassoon
top5gen/data/flute1.jpeg,0,drumstick,60.71428571,61.09693878,68.36734694,76.02040816,77.04081633,69.89795918,61.73469388,75.51020408,100,top5gen/data/flute1.jpeg->drumstick
top5gen/data/flute1.jpeg,0,rule,60.71428571,61.73469388,75.51020408,83.16326531,80.10204082,77.04081633,67.34693878,73.46938776,100,top5gen/data/flute1.jpeg->rule
top5gen/data/flute2.jpeg,1,flute,60.84183673,62.11734694,74.48979592,74.48979592,77.55102041,72.95918367,74.48979592,53.06122449,100,top5gen/data/flute2.jpeg->flute
top5gen/data/flute2.jpeg,0,harmonica,58.29081633,57.90816327,70.40816327,67.34693878,67.85714286,65.81632653,66.32653061,55.10204082,100,top5gen/data/flute2.jpeg->harmonica
top5gen/data/flute2.jpeg,0,rifle,59.56632653,60.07653061,65.81632653,67.34693878,72.44897959,66.83673469,70.91836735,59.18367347,100,top5gen/data/flute2.jpeg->rifle
top5gen/data/flute2.jpeg,0,oboe,56.37755102,53.57142857,62.75510204,63.26530612,71.93877551,66.83673469,62.75510204,85.71428571,100,top5gen/data/flute2.jpeg->oboe
top5gen/data/flute2.jpeg,0,violin,59.69387755,62.24489796,75.51020408,71.42857143,71.42857143,68.36734694,66.83673469,61.2244898,100,top5gen/data/flute2.jpeg->violin
top5gen/data/flute3.jpeg,0.82,flute,55.86734694,57.01530612,64.79591837,64.28571429,66.83673469,63.26530612,62.24489796,65.30612245,100,top5gen/data/flute3.jpeg->flute
top5gen/data/flute3.jpeg,0.11,oboe,55.73979592,54.59183673,59.18367347,55.10204082,61.73469388,52.04081633,57.14285714,83.67346939,93.87755102,top5gen/data/flute3.jpeg->oboe
top5gen/data/flute3.jpeg,0.04,harmonica,54.84693878,54.9744898,63.26530612,61.2244898,65.30612245,63.7755102,58.16326531,83.67346939,97.95918367,top5gen/data/flute3.jpeg->harmonica
top5gen/data/flute3.jpeg,0,ocarina,55.48469388,55.48469388,59.69387755,56.12244898,61.2244898,57.65306122,58.67346939,69.3877551,85.71428571,top5gen/data/flute3.jpeg->ocarina
top5gen/data/flute3.jpeg,0,lipstick,51.91326531,51.40306122,48.97959184,55.10204082,59.69387755,58.16326531,56.12244898,73.46938776,73.46938776,top5gen/data/flute3.jpeg->lipstick
top5gen/data/flute4.jpeg,0.28,cornet,53.18877551,50.38265306,61.73469388,53.57142857,54.59183673,54.59183673,60.71428571,81.63265306,93.87755102,top5gen/data/flute4.jpeg->cornet
top5gen/data/flute4.jpeg,0.22,trombone,53.06122449,50.25510204,57.14285714,55.6122449,54.08163265,54.08163265,57.65306122,71.42857143,100,top5gen/data/flute4.jpeg->trombone
top5gen/data/flute4.jpeg,0.18,flute,52.04081633,51.53061224,63.26530612,59.18367347,60.20408163,60.20408163,66.32653061,85.71428571,100,top5gen/data/flute4.jpeg->flute
top5gen/data/flute4.jpeg,0.12,oboe,51.78571429,53.18877551,61.2244898,60.71428571,61.73469388,63.26530612,64.28571429,79.59183673,100,top5gen/data/flute4.jpeg->oboe
top5gen/data/flute4.jpeg,0.08,bassoon,52.93367347,52.16836735,59.69387755,57.65306122,59.18367347,61.73469388,66.32653061,77.55102041,97.95918367,top5gen/data/flute4.jpeg->bassoon
top5gen/data/flute5.jpeg,0.96,flute,56.37755102,54.46428571,62.24489796,69.3877551,70.40816327,61.2244898,63.26530612,71.42857143,100,top5gen/data/flute5.jpeg->flute
top5gen/data/flute5.jpeg,0.02,harmonica,55.35714286,54.46428571,64.79591837,66.32653061,69.3877551,61.73469388,65.81632653,61.2244898,100,top5gen/data/flute5.jpeg->harmonica
top5gen/data/flute5.jpeg,0,bow,55.86734694,53.95408163,69.89795918,73.97959184,78.57142857,69.3877551,70.91836735,75.51020408,97.95918367,top5gen/data/flute5.jpeg->bow
top5gen/data/flute5.jpeg,0,cornet,55.22959184,55.86734694,64.28571429,57.14285714,62.75510204,58.16326531,61.73469388,81.63265306,100,top5gen/data/flute5.jpeg->cornet
top5gen/data/flute5.jpeg,0,panpipe,57.78061224,54.84693878,66.32653061,70.40816327,69.3877551,63.7755102,64.28571429,59.18367347,100,top5gen/data/flute5.jpeg->panpipe
top5gen/data/forklift1.jpeg,1,forklift,56.12244898,56.63265306,70.91836735,64.79591837,63.7755102,65.81632653,66.83673469,83.67346939,100,top5gen/data/forklift1.jpeg->forklift
top5gen/data/forklift1.jpeg,0,harvester,58.92857143,57.78061224,67.34693878,67.85714286,66.83673469,63.7755102,66.83673469,83.67346939,100,top5gen/data/forklift1.jpeg->harvester
top5gen/data/forklift1.jpeg,0,tractor,55.22959184,53.31632653,60.71428571,63.26530612,64.28571429,61.2244898,64.79591837,89.79591837,100,top5gen/data/forklift1.jpeg->tractor
top5gen/data/forklift1.jpeg,0,crane,46.17346939,40.68877551,33.67346939,31.63265306,33.67346939,36.73469388,41.32653061,34.69387755,38.7755102,top5gen/data/forklift1.jpeg->crane
top5gen/data/forklift1.jpeg,0,lawn mower,55.86734694,56.12244898,66.83673469,63.7755102,59.69387755,61.73469388,66.32653061,89.79591837,93.87755102,top5gen/data/forklift1.jpeg->lawn mower
top5gen/data/forklift2.jpeg,1,forklift,55.6122449,54.9744898,74.48979592,78.06122449,67.34693878,66.32653061,69.3877551,77.55102041,100,top5gen/data/forklift2.jpeg->forklift
top5gen/data/forklift2.jpeg,0,golfcart,55.86734694,54.59183673,68.87755102,67.34693878,66.83673469,64.79591837,63.26530612,67.34693878,77.55102041,top5gen/data/forklift2.jpeg->golfcart
top5gen/data/forklift2.jpeg,0,go-kart,51.91326531,52.16836735,60.20408163,60.71428571,64.79591837,60.71428571,61.2244898,79.59183673,95.91836735,top5gen/data/forklift2.jpeg->go-kart
top5gen/data/forklift2.jpeg,0,lawn mower,54.33673469,54.59183673,64.79591837,64.28571429,67.85714286,66.32653061,67.34693878,63.26530612,81.63265306,top5gen/data/forklift2.jpeg->lawn mower
top5gen/data/forklift2.jpeg,0,tractor,56.25,54.9744898,63.7755102,66.83673469,68.36734694,63.7755102,67.85714286,83.67346939,100,top5gen/data/forklift2.jpeg->tractor
top5gen/data/forklift3.jpeg,0.91,forklift,58.54591837,58.41836735,64.79591837,64.28571429,65.81632653,64.28571429,65.30612245,79.59183673,95.91836735,top5gen/data/forklift3.jpeg->forklift
top5gen/data/forklift3.jpeg,0.06,golfcart,55.35714286,54.46428571,60.71428571,61.73469388,59.18367347,59.69387755,63.26530612,81.63265306,91.83673469,top5gen/data/forklift3.jpeg->golfcart
top5gen/data/forklift3.jpeg,0.01,tractor,56.50510204,55.10204082,60.20408163,62.75510204,62.75510204,59.69387755,65.30612245,77.55102041,97.95918367,top5gen/data/forklift3.jpeg->tractor
top5gen/data/forklift3.jpeg,0,harvester,53.44387755,55.10204082,61.2244898,62.75510204,59.69387755,61.73469388,62.24489796,79.59183673,97.95918367,top5gen/data/forklift3.jpeg->harvester
top5gen/data/forklift3.jpeg,0,Model T,53.44387755,53.18877551,54.59183673,56.63265306,56.12244898,58.16326531,60.20408163,77.55102041,100,top5gen/data/forklift3.jpeg->Model T
top5gen/data/forklift4.jpeg,0.88,forklift,54.59183673,56.50510204,66.83673469,65.81632653,67.85714286,59.69387755,57.14285714,61.2244898,100,top5gen/data/forklift4.jpeg->forklift
top5gen/data/forklift4.jpeg,0.02,garbage truck,55.10204082,57.39795918,61.2244898,66.32653061,71.42857143,63.7755102,64.79591837,77.55102041,100,top5gen/data/forklift4.jpeg->garbage truck
top5gen/data/forklift4.jpeg,0.01,tow truck,58.16326531,55.22959184,63.26530612,67.34693878,67.85714286,62.24489796,58.67346939,87.75510204,100,top5gen/data/forklift4.jpeg->tow truck
top5gen/data/forklift4.jpeg,0.01,golfcart,53.31632653,52.16836735,61.73469388,69.89795918,63.7755102,56.12244898,59.69387755,69.3877551,100,top5gen/data/forklift4.jpeg->golfcart
top5gen/data/forklift4.jpeg,0.01,tractor,56.12244898,56.50510204,68.36734694,71.42857143,66.32653061,60.20408163,61.73469388,77.55102041,100,top5gen/data/forklift4.jpeg->tractor
top5gen/data/forklift5.jpeg,0.85,forklift,57.27040816,54.71938776,64.79591837,67.85714286,66.32653061,60.20408163,60.71428571,71.42857143,100,top5gen/data/forklift5.jpeg->forklift
top5gen/data/forklift5.jpeg,0.09,trailer truck,59.94897959,61.98979592,72.44897959,77.04081633,73.46938776,71.93877551,64.79591837,75.51020408,100,top5gen/data/forklift5.jpeg->trailer truck
top5gen/data/forklift5.jpeg,0.02,tow truck,55.35714286,54.59183673,66.32653061,69.3877551,70.40816327,65.81632653,64.79591837,85.71428571,97.95918367,top5gen/data/forklift5.jpeg->tow truck
top5gen/data/forklift5.jpeg,0.01,garbage truck,57.78061224,59.82142857,64.28571429,66.83673469,70.40816327,61.2244898,65.30612245,75.51020408,100,top5gen/data/forklift5.jpeg->garbage truck
top5gen/data/forklift5.jpeg,0.01,crane,52.67857143,47.19387755,47.44897959,52.04081633,51.02040816,47.44897959,47.95918367,48.97959184,48.97959184,top5gen/data/forklift5.jpeg->crane
top5gen/data/hen1.jpeg,0.89,hen,55.99489796,55.73979592,67.85714286,68.36734694,69.3877551,67.34693878,66.32653061,77.55102041,95.91836735,top5gen/data/hen1.jpeg->hen
top5gen/data/hen1.jpeg,0.11,cock,55.35714286,54.59183673,65.30612245,65.30612245,66.83673469,64.28571429,63.26530612,79.59183673,95.91836735,top5gen/data/hen1.jpeg->cock
top5gen/data/hen1.jpeg,0,partridge,52.93367347,54.46428571,62.75510204,62.75510204,63.7755102,66.32653061,61.73469388,81.63265306,100,top5gen/data/hen1.jpeg->partridge
top5gen/data/hen1.jpeg,0,ruffed grouse,52.67857143,52.67857143,58.67346939,60.71428571,63.26530612,60.20408163,61.2244898,77.55102041,100,top5gen/data/hen1.jpeg->ruffed grouse
top5gen/data/hen1.jpeg,0,black swan,51.78571429,49.87244898,51.53061224,56.12244898,58.16326531,54.08163265,51.53061224,59.18367347,73.46938776,top5gen/data/hen1.jpeg->black swan
top5gen/data/hen2.jpeg,0.96,hen,57.14285714,57.78061224,67.34693878,67.34693878,68.87755102,64.28571429,65.81632653,75.51020408,95.91836735,top5gen/data/hen2.jpeg->hen
top5gen/data/hen2.jpeg,0.04,cock,58.16326531,57.65306122,66.32653061,68.87755102,70.40816327,64.79591837,65.30612245,73.46938776,97.95918367,top5gen/data/hen2.jpeg->cock
top5gen/data/hen2.jpeg,0,partridge,55.10204082,54.59183673,66.32653061,63.7755102,61.73469388,61.2244898,59.18367347,81.63265306,100,top5gen/data/hen2.jpeg->partridge
top5gen/data/hen2.jpeg,0,ruffed grouse,55.35714286,54.9744898,66.83673469,65.81632653,61.73469388,62.75510204,58.16326531,79.59183673,100,top5gen/data/hen2.jpeg->ruffed grouse
top5gen/data/hen2.jpeg,0,prairie chicken,54.20918367,55.99489796,65.30612245,64.79591837,63.7755102,63.26530612,56.63265306,77.55102041,93.87755102,top5gen/data/hen2.jpeg->prairie chicken
top5gen/data/hen3.jpeg,0.79,hen,51.78571429,53.18877551,62.24489796,58.67346939,57.65306122,59.18367347,64.79591837,73.46938776,83.67346939,top5gen/data/hen3.jpeg->hen
top5gen/data/hen3.jpeg,0.2,cock,53.69897959,52.80612245,64.28571429,59.69387755,57.65306122,56.12244898,64.79591837,75.51020408,85.71428571,top5gen/data/hen3.jpeg->cock
top5gen/data/hen3.jpeg,0,house finch,50.51020408,49.87244898,48.97959184,42.85714286,45.40816327,40.81632653,47.44897959,71.42857143,89.79591837,top5gen/data/hen3.jpeg->house finch
top5gen/data/hen3.jpeg,0,echidna,59.18367347,58.16326531,75,68.87755102,73.46938776,68.36734694,63.7755102,85.71428571,97.95918367,top5gen/data/hen3.jpeg->echidna
top5gen/data/hen3.jpeg,0,vulture,52.42346939,53.82653061,61.2244898,56.63265306,56.63265306,53.57142857,60.20408163,65.30612245,100,top5gen/data/hen3.jpeg->vulture
top5gen/data/hen4.jpeg,0.65,hen,53.44387755,54.33673469,62.75510204,64.28571429,64.79591837,63.7755102,65.30612245,91.83673469,100,top5gen/data/hen4.jpeg->hen
top5gen/data/hen4.jpeg,0.19,cock,56.12244898,55.48469388,65.81632653,64.28571429,63.7755102,64.79591837,62.75510204,87.75510204,100,top5gen/data/hen4.jpeg->cock
top5gen/data/hen4.jpeg,0.06,European gallinule,54.71938776,52.93367347,59.18367347,63.26530612,61.73469388,61.73469388,59.18367347,79.59183673,100,top5gen/data/hen4.jpeg->European gallinule
top5gen/data/hen4.jpeg,0.02,vulture,56.76020408,55.86734694,63.26530612,63.7755102,66.32653061,65.81632653,61.2244898,65.30612245,93.87755102,top5gen/data/hen4.jpeg->vulture
top5gen/data/hen4.jpeg,0.01,partridge,54.46428571,54.71938776,62.24489796,61.2244898,61.2244898,61.73469388,62.24489796,87.75510204,100,top5gen/data/hen4.jpeg->partridge
top5gen/data/hen5.jpeg,0.53,hen,50.6377551,51.40306122,48.46938776,51.02040816,51.02040816,52.55102041,54.59183673,67.34693878,85.71428571,top5gen/data/hen5.jpeg->hen
top5gen/data/hen5.jpeg,0.28,cock,50.76530612,50.89285714,52.55102041,49.48979592,52.04081633,54.08163265,54.59183673,81.63265306,100,top5gen/data/hen5.jpeg->cock
top5gen/data/hen5.jpeg,0.06,peacock,51.40306122,49.61734694,53.06122449,47.44897959,53.06122449,58.16326531,60.20408163,65.30612245,95.91836735,top5gen/data/hen5.jpeg->peacock
top5gen/data/hen5.jpeg,0.03,partridge,51.53061224,51.2755102,47.95918367,47.95918367,51.02040816,54.59183673,57.65306122,67.34693878,79.59183673,top5gen/data/hen5.jpeg->partridge
top5gen/data/hen5.jpeg,0.02,drake,47.95918367,46.42857143,46.93877551,42.34693878,43.87755102,47.95918367,48.46938776,71.42857143,81.63265306,top5gen/data/hen5.jpeg->drake
top5gen/data/nematode1.jpeg,1,nematode,61.73469388,59.43877551,75,80.6122449,83.16326531,79.08163265,71.42857143,85.71428571,100,top5gen/data/nematode1.jpeg->nematode
top5gen/data/nematode1.jpeg,0,vine snake,57.39795918,58.54591837,76.53061224,78.06122449,80.6122449,80.10204082,75.51020408,83.67346939,100,top5gen/data/nematode1.jpeg->vine snake
top5gen/data/nematode1.jpeg,0,oscilloscope,56.50510204,55.35714286,71.42857143,76.02040816,79.08163265,76.02040816,68.36734694,67.34693878,100,top5gen/data/nematode1.jpeg->oscilloscope
top5gen/data/nematode1.jpeg,0,velvet,58.29081633,57.78061224,64.79591837,70.40816327,68.36734694,69.89795918,65.30612245,71.42857143,100,top5gen/data/nematode1.jpeg->velvet
top5gen/data/nematode1.jpeg,0,night snake,53.95408163,54.59183673,63.7755102,70.91836735,72.95918367,74.48979592,68.87755102,81.63265306,100,top5gen/data/nematode1.jpeg->night snake
top5gen/data/nematode2.jpeg,1,nematode,65.05102041,62.88265306,83.16326531,84.69387755,84.18367347,86.2244898,75,83.67346939,100,top5gen/data/nematode2.jpeg->nematode
top5gen/data/nematode2.jpeg,0,letter opener,63.26530612,61.60714286,81.63265306,82.14285714,78.57142857,76.02040816,70.91836735,77.55102041,100,top5gen/data/nematode2.jpeg->letter opener
top5gen/data/nematode2.jpeg,0,sea snake,58.80102041,57.27040816,71.93877551,77.55102041,77.55102041,73.97959184,68.87755102,75.51020408,100,top5gen/data/nematode2.jpeg->sea snake
top5gen/data/nematode2.jpeg,0,gar,58.92857143,58.16326531,70.91836735,75.51020408,76.02040816,69.3877551,67.34693878,73.46938776,97.95918367,top5gen/data/nematode2.jpeg->gar
top5gen/data/nematode2.jpeg,0,eel,59.31122449,58.41836735,76.53061224,78.57142857,74.48979592,70.40816327,67.34693878,67.34693878,89.79591837,top5gen/data/nematode2.jpeg->eel
top5gen/data/nematode3.jpeg,0.98,nematode,60.45918367,56.12244898,73.97959184,77.04081633,79.59183673,78.06122449,66.32653061,83.67346939,100,top5gen/data/nematode3.jpeg->nematode
top5gen/data/nematode3.jpeg,0,grey whale,55.6122449,52.42346939,64.28571429,68.36734694,65.81632653,67.34693878,62.24489796,69.3877551,91.83673469,top5gen/data/nematode3.jpeg->grey whale
top5gen/data/nematode3.jpeg,0,velvet,55.99489796,52.04081633,66.83673469,68.36734694,64.79591837,64.28571429,57.14285714,79.59183673,97.95918367,top5gen/data/nematode3.jpeg->velvet
top5gen/data/nematode3.jpeg,0,isopod,58.03571429,53.69897959,68.87755102,72.44897959,69.3877551,66.32653061,66.83673469,73.46938776,97.95918367,top5gen/data/nematode3.jpeg->isopod
top5gen/data/nematode3.jpeg,0,gar,51.40306122,44.3877551,51.02040816,54.59183673,46.42857143,52.04081633,51.53061224,57.14285714,71.42857143,top5gen/data/nematode3.jpeg->gar
top5gen/data/nematode4.jpeg,1,nematode,62.37244898,58.80102041,78.06122449,79.59183673,83.16326531,79.08163265,71.42857143,87.75510204,100,top5gen/data/nematode4.jpeg->nematode
top5gen/data/nematode4.jpeg,0,rule,57.39795918,56.37755102,71.42857143,73.46938776,71.42857143,70.40816327,64.28571429,83.67346939,100,top5gen/data/nematode4.jpeg->rule
top5gen/data/nematode4.jpeg,0,slide rule,56.50510204,57.27040816,69.3877551,66.83673469,70.91836735,67.34693878,61.2244898,93.87755102,100,top5gen/data/nematode4.jpeg->slide rule
top5gen/data/nematode4.jpeg,0,gar,57.90816327,57.14285714,64.79591837,68.36734694,70.91836735,67.85714286,60.71428571,81.63265306,93.87755102,top5gen/data/nematode4.jpeg->gar
top5gen/data/nematode4.jpeg,0,lacewing,54.33673469,56.50510204,69.89795918,66.32653061,69.89795918,66.32653061,63.7755102,79.59183673,95.91836735,top5gen/data/nematode4.jpeg->lacewing
top5gen/data/nematode5.jpeg,1,nematode,67.21938776,63.52040816,87.75510204,91.32653061,90.30612245,85.20408163,65.81632653,85.71428571,100,top5gen/data/nematode5.jpeg->nematode
top5gen/data/nematode5.jpeg,0,velvet,58.29081633,59.18367347,68.87755102,69.3877551,67.34693878,67.85714286,58.67346939,85.71428571,100,top5gen/data/nematode5.jpeg->velvet
top5gen/data/nematode5.jpeg,0,grey whale,65.56122449,60.96938776,84.18367347,84.18367347,83.16326531,80.10204082,65.81632653,81.63265306,93.87755102,top5gen/data/nematode5.jpeg->grey whale
top5gen/data/nematode5.jpeg,0,spotlight,61.35204082,56.50510204,77.55102041,83.67346939,80.6122449,81.63265306,61.2244898,89.79591837,100,top5gen/data/nematode5.jpeg->spotlight
top5gen/data/nematode5.jpeg,0,stove,60.71428571,52.16836735,70.91836735,75,79.08163265,78.06122449,63.26530612,91.83673469,100,top5gen/data/nematode5.jpeg->stove
top5gen/data/screwdriver1.jpeg,0.97,screwdriver,58.41836735,58.29081633,70.40816327,65.81632653,65.30612245,60.20408163,61.2244898,69.3877551,100,top5gen/data/screwdriver1.jpeg->screwdriver
top5gen/data/screwdriver1.jpeg,0.01,ballpoint,58.80102041,58.03571429,73.46938776,73.97959184,75.51020408,66.83673469,63.7755102,79.59183673,100,top5gen/data/screwdriver1.jpeg->ballpoint
top5gen/data/screwdriver1.jpeg,0,letter opener,58.29081633,57.78061224,70.40816327,70.40816327,65.81632653,65.81632653,60.71428571,57.14285714,97.95918367,top5gen/data/screwdriver1.jpeg->letter opener
top5gen/data/screwdriver1.jpeg,0,hair slide,58.80102041,57.27040816,71.93877551,74.48979592,72.44897959,72.95918367,68.87755102,59.18367347,97.95918367,top5gen/data/screwdriver1.jpeg->hair slide
top5gen/data/screwdriver1.jpeg,0,syringe,57.78061224,55.35714286,67.34693878,60.20408163,56.63265306,53.06122449,53.57142857,73.46938776,100,top5gen/data/screwdriver1.jpeg->syringe
top5gen/data/screwdriver2.jpeg,0.35,screwdriver,54.46428571,54.08163265,61.2244898,56.63265306,58.16326531,51.53061224,54.59183673,77.55102041,91.83673469,top5gen/data/screwdriver2.jpeg->screwdriver
top5gen/data/screwdriver2.jpeg,0.16,paintbrush,56.50510204,54.71938776,64.28571429,68.36734694,70.91836735,61.2244898,65.81632653,85.71428571,100,top5gen/data/screwdriver2.jpeg->paintbrush
top5gen/data/screwdriver2.jpeg,0.1,quill,55.35714286,55.48469388,56.12244898,59.18367347,62.75510204,61.2244898,58.67346939,77.55102041,87.75510204,top5gen/data/screwdriver2.jpeg->quill
top5gen/data/screwdriver2.jpeg,0.06,pelican,50.51020408,51.02040816,50,54.08163265,50,52.04081633,50,67.34693878,87.75510204,top5gen/data/screwdriver2.jpeg->pelican
top5gen/data/screwdriver2.jpeg,0.04,letter opener,52.16836735,52.93367347,56.12244898,54.08163265,56.63265306,58.16326531,54.08163265,63.26530612,73.46938776,top5gen/data/screwdriver2.jpeg->letter opener
top5gen/data/screwdriver3.jpeg,0.87,screwdriver,48.97959184,48.85204082,58.67346939,56.12244898,54.08163265,46.93877551,54.59183673,59.18367347,79.59183673,top5gen/data/screwdriver3.jpeg->screwdriver
top5gen/data/screwdriver3.jpeg,0.02,syringe,52.80612245,51.40306122,62.24489796,60.20408163,61.73469388,52.55102041,53.06122449,71.42857143,89.79591837,top5gen/data/screwdriver3.jpeg->syringe
top5gen/data/screwdriver3.jpeg,0.01,carpenter's kit,53.82653061,52.80612245,59.69387755,58.16326531,60.20408163,56.63265306,53.06122449,83.67346939,97.95918367,top5gen/data/screwdriver3.jpeg->carpenter's kit
top5gen/data/screwdriver3.jpeg,0.01,spindle,51.65816327,51.02040816,61.2244898,59.18367347,57.65306122,51.53061224,47.95918367,69.3877551,81.63265306,top5gen/data/screwdriver3.jpeg->spindle
top5gen/data/screwdriver3.jpeg,0.01,swab,51.2755102,51.02040816,56.12244898,52.04081633,53.06122449,47.44897959,46.93877551,61.2244898,77.55102041,top5gen/data/screwdriver3.jpeg->swab
top5gen/data/screwdriver4.jpeg,0.99,screwdriver,56.25,57.65306122,67.85714286,58.16326531,59.69387755,54.08163265,51.53061224,69.3877551,97.95918367,top5gen/data/screwdriver4.jpeg->screwdriver
top5gen/data/screwdriver4.jpeg,0,syringe,57.14285714,55.73979592,59.69387755,56.12244898,56.63265306,48.46938776,51.53061224,79.59183673,87.75510204,top5gen/data/screwdriver4.jpeg->syringe
top5gen/data/screwdriver4.jpeg,0,ice lolly,53.82653061,52.42346939,45.40816327,55.10204082,51.02040816,46.42857143,55.6122449,65.30612245,95.91836735,top5gen/data/screwdriver4.jpeg->ice lolly
top5gen/data/screwdriver4.jpeg,0,paintbrush,56.8877551,55.99489796,67.85714286,62.75510204,62.75510204,54.59183673,57.65306122,75.51020408,100,top5gen/data/screwdriver4.jpeg->paintbrush
top5gen/data/screwdriver4.jpeg,0,plunger,54.46428571,50.76530612,61.73469388,59.18367347,70.91836735,59.69387755,55.6122449,69.3877551,100,top5gen/data/screwdriver4.jpeg->plunger
top5gen/data/screwdriver5.jpeg,0.51,screwdriver,52.55102041,52.55102041,62.24489796,57.14285714,60.20408163,59.18367347,55.6122449,75.51020408,100,top5gen/data/screwdriver5.jpeg->screwdriver
top5gen/data/screwdriver5.jpeg,0.07,letter opener,50.76530612,51.91326531,60.20408163,64.28571429,64.79591837,61.73469388,54.08163265,61.2244898,100,top5gen/data/screwdriver5.jpeg->letter opener
top5gen/data/screwdriver5.jpeg,0.05,swab,54.59183673,53.57142857,63.26530612,65.30612245,61.73469388,58.67346939,55.6122449,63.26530612,93.87755102,top5gen/data/screwdriver5.jpeg->swab
top5gen/data/screwdriver5.jpeg,0.05,hammer,53.69897959,52.42346939,62.75510204,66.32653061,66.83673469,56.12244898,59.18367347,77.55102041,100,top5gen/data/screwdriver5.jpeg->hammer
top5gen/data/screwdriver5.jpeg,0.03,bow,51.53061224,53.31632653,60.71428571,53.57142857,62.24489796,57.14285714,56.63265306,83.67346939,100,top5gen/data/screwdriver5.jpeg->bow
top5gen/data/waterbottle1.jpeg,0.99,water bottle,59.43877551,57.65306122,68.87755102,72.95918367,72.44897959,70.91836735,71.42857143,91.83673469,100,top5gen/data/waterbottle1.jpeg->water bottle
top5gen/data/waterbottle1.jpeg,0.01,water jug,57.01530612,60.33163265,69.89795918,71.93877551,75.51020408,72.44897959,70.40816327,91.83673469,100,top5gen/data/waterbottle1.jpeg->water jug
top5gen/data/waterbottle1.jpeg,0,pop bottle,57.5255102,57.90816327,65.30612245,70.40816327,70.40816327,66.32653061,66.32653061,87.75510204,100,top5gen/data/waterbottle1.jpeg->pop bottle
top5gen/data/waterbottle1.jpeg,0,nipple,54.33673469,56.12244898,59.69387755,60.71428571,66.83673469,63.7755102,62.24489796,91.83673469,100,top5gen/data/waterbottle1.jpeg->nipple
top5gen/data/waterbottle1.jpeg,0,beaker,54.08163265,56.63265306,61.73469388,55.6122449,63.26530612,66.83673469,60.71428571,87.75510204,100,top5gen/data/waterbottle1.jpeg->beaker
top5gen/data/waterbottle2.jpeg,0.34,water jug,58.54591837,56.50510204,66.32653061,62.75510204,64.79591837,66.32653061,65.81632653,75.51020408,100,top5gen/data/waterbottle2.jpeg->water jug
top5gen/data/waterbottle2.jpeg,0.24,vacuum,55.86734694,55.22959184,63.26530612,67.34693878,63.7755102,59.69387755,64.28571429,71.42857143,89.79591837,top5gen/data/waterbottle2.jpeg->vacuum
top5gen/data/waterbottle2.jpeg,0.22,water bottle,54.08163265,51.40306122,60.71428571,61.73469388,58.16326531,60.20408163,63.26530612,61.2244898,97.95918367,top5gen/data/waterbottle2.jpeg->water bottle
top5gen/data/waterbottle2.jpeg,0.02,plunger,53.18877551,55.6122449,63.26530612,68.87755102,67.34693878,68.87755102,68.87755102,87.75510204,100,top5gen/data/waterbottle2.jpeg->plunger
top5gen/data/waterbottle2.jpeg,0.02,nipple,55.6122449,55.99489796,63.7755102,60.71428571,58.16326531,61.73469388,60.71428571,63.26530612,85.71428571,top5gen/data/waterbottle2.jpeg->nipple
top5gen/data/waterbottle3.jpeg,0.26,miniature pinscher,58.92857143,59.43877551,72.44897959,76.02040816,75.51020408,71.42857143,71.42857143,79.59183673,93.87755102,top5gen/data/waterbottle3.jpeg->miniature pinscher
top5gen/data/waterbottle3.jpeg,0.16,black-and-tan coonhound,62.37244898,62.5,70.91836735,76.02040816,74.48979592,70.91836735,70.91836735,77.55102041,100,top5gen/data/waterbottle3.jpeg->black-and-tan coonhound
top5gen/data/waterbottle3.jpeg,0.11,Doberman,58.54591837,61.73469388,74.48979592,78.57142857,75,71.93877551,69.89795918,79.59183673,100,top5gen/data/waterbottle3.jpeg->Doberman
top5gen/data/waterbottle3.jpeg,0.1,basset,58.29081633,60.84183673,71.42857143,73.97959184,76.02040816,67.34693878,66.83673469,81.63265306,97.95918367,top5gen/data/waterbottle3.jpeg->basset
top5gen/data/waterbottle3.jpeg,0.08,Rottweiler,60.71428571,63.90306122,77.04081633,74.48979592,73.97959184,72.44897959,70.91836735,77.55102041,100,top5gen/data/waterbottle3.jpeg->Rottweiler
