,,,'mixed3a','mixed3b','mixed4a','mixed4b','mixed4c','mixed4d','mixed4e','mixed5a','mixed5b',
top5gen/data/flute3.jpeg,0,lipstick,0.119791667,0.098958333,0,0.25,0.4375,0.375,0.291666667,1,1,top5gen/data/flute3.jpeg->lipstick
top5gen/data/flute4.jpeg,0.28,cornet,0.064516129,0,0.260997067,0.073313783,0.096774194,0.096774194,0.237536657,0.718475073,1,top5gen/data/flute4.jpeg->cornet
top5gen/data/flute4.jpeg,0.22,trombone,0.056410256,0,0.138461538,0.107692308,0.076923077,0.076923077,0.148717949,0.425641026,1,top5gen/data/flute4.jpeg->trombone
top5gen/data/flute4.jpeg,0.18,flute,0.010526316,0,0.242105263,0.157894737,0.178947368,0.178947368,0.305263158,0.705263158,1,top5gen/data/flute4.jpeg->flute
top5gen/data/flute4.jpeg,0.12,oboe,0,0.029100529,0.195767196,0.185185185,0.206349206,0.238095238,0.259259259,0.576719577,1,top5gen/data/flute4.jpeg->oboe
top5gen/data/flute4.jpeg,0.08,bassoon,0.016713092,0,0.164345404,0.119777159,0.153203343,0.208913649,0.309192201,0.554317549,1,top5gen/data/flute4.jpeg->bassoon
top5gen/data/flute5.jpeg,0.96,flute,0.042016807,0,0.170868347,0.327731092,0.350140056,0.148459384,0.193277311,0.37254902,1,top5gen/data/flute5.jpeg->flute
top5gen/data/flute5.jpeg,0.02,harmonica,0.019607843,0,0.226890756,0.260504202,0.327731092,0.159663866,0.24929972,0.148459384,1,top5gen/data/flute5.jpeg->harmonica
top5gen/data/flute5.jpeg,0,bow,0.043478261,0,0.362318841,0.455072464,0.55942029,0.350724638,0.385507246,0.489855072,1,top5gen/data/flute5.jpeg->bow
top5gen/data/flute5.jpeg,0,cornet,0,0.014245014,0.202279202,0.042735043,0.168091168,0.065527066,0.145299145,0.58974359,1,top5gen/data/flute5.jpeg->cornet
top5gen/data/flute5.jpeg,0,panpipe,0.064971751,0,0.254237288,0.344632768,0.322033898,0.197740113,0.209039548,0.096045198,1,top5gen/data/flute5.jpeg->panpipe
top5gen/data/forklift1.jpeg,1,forklift,0,0.011627907,0.337209302,0.197674419,0.174418605,0.220930233,0.244186047,0.627906977,1,top5gen/data/forklift1.jpeg->forklift
top5gen/data/forklift1.jpeg,0,harvester,0.027190332,0,0.226586103,0.238670695,0.214501511,0.141993958,0.214501511,0.613293051,1,top5gen/data/forklift1.jpeg->harvester
top5gen/data/forklift1.jpeg,0,tractor,0.040983607,0,0.158469945,0.213114754,0.234972678,0.169398907,0.245901639,0.781420765,1,top5gen/data/forklift1.jpeg->tractor
top5gen/data/forklift1.jpeg,0,crane,1,0.622807018,0.140350877,0,0.140350877,0.350877193,0.666666667,0.210526316,0.49122807,top5gen/data/forklift1.jpeg->crane
top5gen/data/forklift1.jpeg,0,lawn mower,0,0.006711409,0.288590604,0.208053691,0.100671141,0.154362416,0.275167785,0.89261745,1,top5gen/data/forklift1.jpeg->lawn mower
top5gen/data/forklift2.jpeg,1,forklift,0.014164306,0,0.433427762,0.512747875,0.274787535,0.252124646,0.320113314,0.501416431,1,top5gen/data/forklift2.jpeg->forklift
top5gen/data/forklift2.jpeg,0,golfcart,0.055555556,0,0.622222222,0.555555556,0.533333333,0.444444444,0.377777778,0.555555556,1,top5gen/data/forklift2.jpeg->golfcart
top5gen/data/forklift2.jpeg,0,go-kart,0,0.005797101,0.188405797,0.2,0.292753623,0.2,0.211594203,0.628985507,1,top5gen/data/forklift2.jpeg->go-kart
top5gen/data/forklift2.jpeg,0,lawn mower,0,0.009345794,0.38317757,0.364485981,0.495327103,0.439252336,0.476635514,0.327102804,1,top5gen/data/forklift2.jpeg->lawn mower
top5gen/data/forklift2.jpeg,0,tractor,0.028328612,0,0.195467422,0.263456091,0.297450425,0.195467422,0.28611898,0.637393768,1,top5gen/data/forklift2.jpeg->tractor
top5gen/data/forklift3.jpeg,0.91,forklift,0.003401361,0,0.170068027,0.156462585,0.197278912,0.156462585,0.183673469,0.56462585,1,top5gen/data/forklift3.jpeg->forklift
top5gen/data/forklift3.jpeg,0.06,golfcart,0.023890785,0,0.167235495,0.194539249,0.126279863,0.139931741,0.235494881,0.726962457,1,top5gen/data/forklift3.jpeg->golfcart
top5gen/data/forklift3.jpeg,0.01,tractor,0.032738095,0,0.119047619,0.178571429,0.178571429,0.107142857,0.238095238,0.523809524,1,top5gen/data/forklift3.jpeg->tractor
top5gen/data/forklift3.jpeg,0,harvester,0,0.037249284,0.1747851,0.209169054,0.140401146,0.186246418,0.197707736,0.58739255,1,top5gen/data/forklift3.jpeg->harvester
top5gen/data/forklift3.jpeg,0,Model T,0.005449591,0,0.029972752,0.073569482,0.0626703,0.10626703,0.14986376,0.520435967,1,top5gen/data/forklift3.jpeg->Model T
top5gen/data/forklift4.jpeg,0.88,forklift,0,0.042134831,0.269662921,0.247191011,0.292134831,0.112359551,0.056179775,0.146067416,1,top5gen/data/forklift4.jpeg->forklift
top5gen/data/forklift4.jpeg,0.02,garbage truck,0,0.051136364,0.136363636,0.25,0.363636364,0.193181818,0.215909091,0.5,1,top5gen/data/forklift4.jpeg->garbage truck
top5gen/data/forklift4.jpeg,0.01,tow truck,0.065527066,0,0.179487179,0.270655271,0.282051282,0.156695157,0.076923077,0.726495726,1,top5gen/data/forklift4.jpeg->tow truck
top5gen/data/forklift4.jpeg,0.01,golfcart,0.024,0,0.2,0.370666667,0.242666667,0.082666667,0.157333333,0.36,1,top5gen/data/forklift4.jpeg->golfcart
top5gen/data/forklift4.jpeg,0.01,tractor,0,0.00872093,0.279069767,0.348837209,0.23255814,0.093023256,0.127906977,0.488372093,1,top5gen/data/forklift4.jpeg->tractor
top5gen/data/forklift5.jpeg,0.85,forklift,0.056338028,0,0.222535211,0.290140845,0.256338028,0.121126761,0.132394366,0.369014085,1,top5gen/data/forklift5.jpeg->forklift
top5gen/data/forklift5.jpeg,0.09,trailer truck,0,0.050955414,0.312101911,0.426751592,0.337579618,0.299363057,0.121019108,0.388535032,1,top5gen/data/forklift5.jpeg->trailer truck
top5gen/data/forklift5.jpeg,0.02,tow truck,0.017647059,0,0.270588235,0.341176471,0.364705882,0.258823529,0.235294118,0.717647059,1,top5gen/data/forklift5.jpeg->tow truck
top5gen/data/forklift5.jpeg,0.01,garbage truck,0,0.048338369,0.15407855,0.214501511,0.299093656,0.081570997,0.178247734,0.419939577,1,top5gen/data/forklift5.jpeg->garbage truck
top5gen/data/forklift5.jpeg,0.01,crane,1,0,0.046511628,0.88372093,0.697674419,0.046511628,0.139534884,0.325581395,0.325581395,top5gen/data/forklift5.jpeg->crane
top5gen/data/hen1.jpeg,0.89,hen,0.006349206,0,0.301587302,0.314285714,0.33968254,0.288888889,0.263492063,0.542857143,1,top5gen/data/hen1.jpeg->hen
top5gen/data/hen1.jpeg,0.11,cock,0.018518519,0,0.259259259,0.259259259,0.296296296,0.234567901,0.209876543,0.604938272,1,top5gen/data/hen1.jpeg->cock
top5gen/data/hen1.jpeg,0,partridge,0,0.032520325,0.208672087,0.208672087,0.230352304,0.284552846,0.18699187,0.609756098,1,top5gen/data/hen1.jpeg->partridge
top5gen/data/hen1.jpeg,0,ruffed grouse,0,0,0.126684636,0.169811321,0.223719677,0.15902965,0.180592992,0.525606469,1,top5gen/data/hen1.jpeg->ruffed grouse
top5gen/data/hen1.jpeg,0,black swan,0.081081081,0,0.07027027,0.264864865,0.351351351,0.178378378,0.07027027,0.394594595,1,top5gen/data/hen1.jpeg->black swan
top5gen/data/hen2.jpeg,0.96,hen,0,0.016447368,0.263157895,0.263157895,0.302631579,0.184210526,0.223684211,0.473684211,1,top5gen/data/hen2.jpeg->hen
top5gen/data/hen2.jpeg,0.04,cock,0.012658228,0,0.215189873,0.278481013,0.316455696,0.17721519,0.189873418,0.392405063,1,top5gen/data/hen2.jpeg->cock
top5gen/data/hen2.jpeg,0,partridge,0.011235955,0,0.258426966,0.202247191,0.157303371,0.146067416,0.101123596,0.595505618,1,top5gen/data/hen2.jpeg->partridge
top5gen/data/hen2.jpeg,0,ruffed grouse,0.008498584,0,0.263456091,0.240793201,0.150141643,0.172804533,0.07082153,0.54674221,1,top5gen/data/hen2.jpeg->ruffed grouse
top5gen/data/hen2.jpeg,0,prairie chicken,0,0.045016077,0.279742765,0.266881029,0.241157556,0.22829582,0.061093248,0.588424437,1,top5gen/data/hen2.jpeg->prairie chicken
top5gen/data/hen3.jpeg,0.79,hen,0,0.044,0.328,0.216,0.184,0.232,0.408,0.68,1,top5gen/data/hen3.jpeg->hen
top5gen/data/hen3.jpeg,0.2,cock,0.027131783,0,0.348837209,0.209302326,0.147286822,0.100775194,0.364341085,0.689922481,1,top5gen/data/hen3.jpeg->cock
top5gen/data/hen3.jpeg,0,house finch,0.197916667,0.184895833,0.166666667,0.041666667,0.09375,0,0.135416667,0.625,1,top5gen/data/hen3.jpeg->house finch
top5gen/data/hen3.jpeg,0,echidna,0.025641026,0,0.423076923,0.269230769,0.384615385,0.256410256,0.141025641,0.692307692,1,top5gen/data/hen3.jpeg->echidna
top5gen/data/hen3.jpeg,0,vulture,0,0.029490617,0.184986595,0.08847185,0.08847185,0.024128686,0.163538874,0.27077748,1,top5gen/data/hen3.jpeg->vulture
top5gen/data/hen4.jpeg,0.65,hen,0,0.019178082,0.2,0.232876712,0.243835616,0.221917808,0.254794521,0.824657534,1,top5gen/data/hen4.jpeg->hen
top5gen/data/hen4.jpeg,0.19,cock,0.014326648,0,0.232091691,0.197707736,0.186246418,0.209169054,0.163323782,0.724928367,1,top5gen/data/hen4.jpeg->cock
top5gen/data/hen4.jpeg,0.06,European gallinule,0.037940379,0,0.132791328,0.219512195,0.18699187,0.18699187,0.132791328,0.566395664,1,top5gen/data/hen4.jpeg->European gallinule
top5gen/data/hen4.jpeg,0.02,vulture,0.023489933,0,0.194630872,0.208053691,0.275167785,0.261744966,0.140939597,0.248322148,1,top5gen/data/hen4.jpeg->vulture
top5gen/data/hen4.jpeg,0.01,partridge,0,0.005602241,0.170868347,0.148459384,0.148459384,0.159663866,0.170868347,0.731092437,1,top5gen/data/hen4.jpeg->partridge
top5gen/data/hen5.jpeg,0.53,hen,0.058219178,0.078767123,0,0.068493151,0.068493151,0.109589041,0.164383562,0.506849315,1,top5gen/data/hen5.jpeg->hen
top5gen/data/hen5.jpeg,0.28,cock,0.025252525,0.027777778,0.060606061,0,0.050505051,0.090909091,0.101010101,0.636363636,1,top5gen/data/hen5.jpeg->cock
top5gen/data/hen5.jpeg,0.06,peacock,0.081578947,0.044736842,0.115789474,0,0.115789474,0.221052632,0.263157895,0.368421053,1,top5gen/data/hen5.jpeg->peacock
top5gen/data/hen5.jpeg,0.03,partridge,0.112903226,0.10483871,0,0,0.096774194,0.209677419,0.306451613,0.612903226,1,top5gen/data/hen5.jpeg->partridge
top5gen/data/hen5.jpeg,0.02,drake,0.142857143,0.103896104,0.116883117,0,0.038961039,0.142857143,0.155844156,0.74025974,1,top5gen/data/hen5.jpeg->drake
top5gen/data/nematode1.jpeg,1,nematode,0.056603774,0,0.383647799,0.522012579,0.58490566,0.48427673,0.295597484,0.647798742,1,top5gen/data/nematode1.jpeg->nematode
top5gen/data/nematode1.jpeg,0,vine snake,0,0.026946108,0.449101796,0.48502994,0.54491018,0.532934132,0.425149701,0.616766467,1,top5gen/data/nematode1.jpeg->vine snake
top5gen/data/nematode1.jpeg,0,oscilloscope,0.025714286,0,0.36,0.462857143,0.531428571,0.462857143,0.291428571,0.268571429,1,top5gen/data/nematode1.jpeg->oscilloscope
top5gen/data/nematode1.jpeg,0,velvet,0.012084592,0,0.166163142,0.299093656,0.250755287,0.287009063,0.178247734,0.32326284,1,top5gen/data/nematode1.jpeg->velvet
top5gen/data/nematode1.jpeg,0,night snake,0,0.013850416,0.213296399,0.368421053,0.412742382,0.44598338,0.324099723,0.601108033,1,top5gen/data/nematode1.jpeg->night snake
top5gen/data/nematode2.jpeg,1,nematode,0.058419244,0,0.546391753,0.587628866,0.573883162,0.628865979,0.326460481,0.560137457,1,top5gen/data/nematode2.jpeg->nematode
top5gen/data/nematode2.jpeg,0,letter opener,0.043189369,0,0.521594684,0.534883721,0.441860465,0.375415282,0.242524917,0.415282392,1,top5gen/data/nematode2.jpeg->letter opener
top5gen/data/nematode2.jpeg,0,sea snake,0.035820896,0,0.343283582,0.474626866,0.474626866,0.391044776,0.271641791,0.426865672,1,top5gen/data/nematode2.jpeg->sea snake
top5gen/data/nematode2.jpeg,0,gar,0.019230769,0,0.320512821,0.435897436,0.448717949,0.282051282,0.230769231,0.384615385,1,top5gen/data/nematode2.jpeg->gar
top5gen/data/nematode2.jpeg,0,eel,0.028455285,0,0.577235772,0.642276423,0.512195122,0.382113821,0.284552846,0.284552846,1,top5gen/data/nematode2.jpeg->eel
top5gen/data/nematode3.jpeg,0.98,nematode,0.098837209,0,0.406976744,0.476744186,0.534883721,0.5,0.23255814,0.627906977,1,top5gen/data/nematode3.jpeg->nematode
top5gen/data/nematode3.jpeg,0,grey whale,0.080906149,0,0.300970874,0.404530744,0.339805825,0.378640777,0.249190939,0.430420712,1,top5gen/data/nematode3.jpeg->grey whale
top5gen/data/nematode3.jpeg,0,velvet,0.086111111,0,0.322222222,0.355555556,0.277777778,0.266666667,0.111111111,0.6,1,top5gen/data/nematode3.jpeg->velvet
top5gen/data/nematode3.jpeg,0,isopod,0.097982709,0,0.342939481,0.423631124,0.354466859,0.285302594,0.296829971,0.446685879,1,top5gen/data/nematode3.jpeg->isopod
top5gen/data/nematode3.jpeg,0,gar,0.259433962,0,0.245283019,0.377358491,0.075471698,0.283018868,0.264150943,0.471698113,1,top5gen/data/nematode3.jpeg->gar
top5gen/data/nematode4.jpeg,1,nematode,0.086687307,0,0.46749226,0.504643963,0.591331269,0.492260062,0.306501548,0.702786378,1,top5gen/data/nematode4.jpeg->nematode
top5gen/data/nematode4.jpeg,0,rule,0.023391813,0,0.34502924,0.391812865,0.34502924,0.321637427,0.18128655,0.625730994,1,top5gen/data/nematode4.jpeg->rule
top5gen/data/nematode4.jpeg,0,slide rule,0,0.017595308,0.296187683,0.237536657,0.331378299,0.249266862,0.108504399,0.859237537,1,top5gen/data/nematode4.jpeg->slide rule
top5gen/data/nematode4.jpeg,0,gar,0.020833333,0,0.208333333,0.305555556,0.375,0.291666667,0.097222222,0.666666667,1,top5gen/data/nematode4.jpeg->gar
top5gen/data/nematode4.jpeg,0,lacewing,0,0.052147239,0.374233129,0.288343558,0.374233129,0.288343558,0.226993865,0.607361963,1,top5gen/data/nematode4.jpeg->lacewing
top5gen/data/nematode5.jpeg,1,nematode,0.101398601,0,0.664335664,0.762237762,0.734265734,0.594405594,0.062937063,0.608391608,1,top5gen/data/nematode5.jpeg->nematode
top5gen/data/nematode5.jpeg,0,velvet,0,0.021406728,0.25382263,0.266055046,0.217125382,0.229357798,0.009174312,0.657492355,1,top5gen/data/nematode5.jpeg->velvet
top5gen/data/nematode5.jpeg,0,grey whale,0.139534884,0,0.705426357,0.705426357,0.674418605,0.581395349,0.147286822,0.627906977,1,top5gen/data/nematode5.jpeg->grey whale
top5gen/data/nematode5.jpeg,0,spotlight,0.11143695,0,0.483870968,0.624633431,0.554252199,0.57771261,0.108504399,0.765395894,1,top5gen/data/nematode5.jpeg->spotlight
top5gen/data/nematode5.jpeg,0,stove,0.178666667,0,0.392,0.477333333,0.562666667,0.541333333,0.232,0.829333333,1,top5gen/data/nematode5.jpeg->stove
top5gen/data/screwdriver1.jpeg,0.97,screwdriver,0.003058104,0,0.290519878,0.180428135,0.168195719,0.04587156,0.070336391,0.266055046,1,top5gen/data/screwdriver1.jpeg->screwdriver
top5gen/data/screwdriver1.jpeg,0.01,ballpoint,0.018237082,0,0.367781155,0.37993921,0.416413374,0.209726444,0.136778116,0.513677812,1,top5gen/data/screwdriver1.jpeg->ballpoint
top5gen/data/screwdriver1.jpeg,0,letter opener,0.028125,0.015625,0.325,0.325,0.2125,0.2125,0.0875,0,1,top5gen/data/screwdriver1.jpeg->letter opener
top5gen/data/screwdriver1.jpeg,0,hair slide,0.037617555,0,0.360501567,0.423197492,0.373040752,0.385579937,0.285266458,0.047021944,1,top5gen/data/screwdriver1.jpeg->hair slide
top5gen/data/screwdriver1.jpeg,0,syringe,0.100543478,0.048913043,0.304347826,0.152173913,0.076086957,0,0.010869565,0.434782609,1,top5gen/data/screwdriver1.jpeg->syringe
top5gen/data/screwdriver2.jpeg,0.35,screwdriver,0.07278481,0.063291139,0.240506329,0.126582278,0.164556962,0,0.075949367,0.64556962,1,top5gen/data/screwdriver2.jpeg->screwdriver
top5gen/data/screwdriver2.jpeg,0.16,paintbrush,0.03943662,0,0.211267606,0.301408451,0.357746479,0.143661972,0.245070423,0.684507042,1,top5gen/data/screwdriver2.jpeg->paintbrush
top5gen/data/screwdriver2.jpeg,0.1,quill,0,0.003937008,0.023622047,0.118110236,0.228346457,0.181102362,0.102362205,0.68503937,1,top5gen/data/screwdriver2.jpeg->quill
top5gen/data/screwdriver2.jpeg,0.06,pelican,0.013513514,0.027027027,0,0.108108108,0,0.054054054,0,0.459459459,1,top5gen/data/screwdriver2.jpeg->pelican
top5gen/data/screwdriver2.jpeg,0.04,letter opener,0,0.035928144,0.185628743,0.089820359,0.209580838,0.281437126,0.089820359,0.520958084,1,top5gen/data/screwdriver2.jpeg->letter opener
top5gen/data/screwdriver3.jpeg,0.87,screwdriver,0.0625,0.05859375,0.359375,0.28125,0.21875,0,0.234375,0.375,1,top5gen/data/screwdriver3.jpeg->screwdriver
top5gen/data/screwdriver3.jpeg,0.02,syringe,0.03654485,0,0.282392027,0.22923588,0.26910299,0.029900332,0.043189369,0.521594684,1,top5gen/data/screwdriver3.jpeg->syringe
top5gen/data/screwdriver3.jpeg,0.01,carpenter's kit,0.02259887,0,0.152542373,0.118644068,0.163841808,0.084745763,0.005649718,0.683615819,1,top5gen/data/screwdriver3.jpeg->carpenter's kit
top5gen/data/screwdriver3.jpeg,0.01,spindle,0.109848485,0.090909091,0.393939394,0.333333333,0.287878788,0.106060606,0,0.636363636,1,top5gen/data/screwdriver3.jpeg->spindle
top5gen/data/screwdriver3.jpeg,0.01,swab,0.141666667,0.133333333,0.3,0.166666667,0.2,0.016666667,0,0.466666667,1,top5gen/data/screwdriver3.jpeg->swab
top5gen/data/screwdriver4.jpeg,0.99,screwdriver,0.101648352,0.131868132,0.351648352,0.142857143,0.175824176,0.054945055,0,0.384615385,1,top5gen/data/screwdriver4.jpeg->screwdriver
top5gen/data/screwdriver4.jpeg,0,syringe,0.220779221,0.185064935,0.285714286,0.194805195,0.207792208,0,0.077922078,0.792207792,1,top5gen/data/screwdriver4.jpeg->syringe
top5gen/data/screwdriver4.jpeg,0,ice lolly,0.166666667,0.138888889,0,0.191919192,0.111111111,0.02020202,0.202020202,0.393939394,1,top5gen/data/screwdriver4.jpeg->ice lolly
top5gen/data/screwdriver4.jpeg,0,paintbrush,0.050561798,0.030898876,0.292134831,0.179775281,0.179775281,0,0.06741573,0.460674157,1,top5gen/data/screwdriver4.jpeg->paintbrush
top5gen/data/screwdriver4.jpeg,0,plunger,0.075129534,0,0.222797927,0.170984456,0.409326425,0.18134715,0.098445596,0.378238342,1,top5gen/data/screwdriver4.jpeg->plunger
top5gen/data/screwdriver5.jpeg,0.51,screwdriver,0,0,0.204301075,0.096774194,0.161290323,0.139784946,0.064516129,0.483870968,1,top5gen/data/screwdriver5.jpeg->screwdriver
top5gen/data/screwdriver5.jpeg,0.07,letter opener,0,0.023316062,0.191709845,0.274611399,0.284974093,0.222797927,0.067357513,0.212435233,1,top5gen/data/screwdriver5.jpeg->letter opener
top5gen/data/screwdriver5.jpeg,0.05,swab,0.025316456,0,0.240506329,0.291139241,0.202531646,0.126582278,0.050632911,0.240506329,1,top5gen/data/screwdriver5.jpeg->swab
top5gen/data/screwdriver5.jpeg,0.05,hammer,0.026809651,0,0.217158177,0.292225201,0.302949062,0.077747989,0.142091153,0.528150134,1,top5gen/data/screwdriver5.jpeg->hammer
top5gen/data/screwdriver5.jpeg,0.03,bow,0,0.036842105,0.189473684,0.042105263,0.221052632,0.115789474,0.105263158,0.663157895,1,top5gen/data/screwdriver5.jpeg->bow
top5gen/data/waterbottle1.jpeg,0.99,water bottle,0.042168675,0,0.265060241,0.361445783,0.34939759,0.313253012,0.325301205,0.807228916,1,top5gen/data/waterbottle1.jpeg->water bottle
top5gen/data/waterbottle1.jpeg,0.01,water jug,0,0.077151335,0.299703264,0.347181009,0.430267062,0.359050445,0.3115727,0.810089021,1,top5gen/data/waterbottle1.jpeg->water jug
top5gen/data/waterbottle1.jpeg,0,pop bottle,0,0.009009009,0.183183183,0.303303303,0.303303303,0.207207207,0.207207207,0.711711712,1,top5gen/data/waterbottle1.jpeg->pop bottle
top5gen/data/waterbottle1.jpeg,0,nipple,0,0.039106145,0.117318436,0.139664804,0.273743017,0.206703911,0.173184358,0.82122905,1,top5gen/data/waterbottle1.jpeg->nipple
top5gen/data/waterbottle1.jpeg,0,beaker,0,0.055555556,0.166666667,0.033333333,0.2,0.277777778,0.144444444,0.733333333,1,top5gen/data/waterbottle1.jpeg->beaker
top5gen/data/waterbottle2.jpeg,0.34,water jug,0.046920821,0,0.225806452,0.143695015,0.190615836,0.225806452,0.214076246,0.436950147,1,top5gen/data/waterbottle2.jpeg->water jug
top5gen/data/waterbottle2.jpeg,0.24,vacuum,0.018450185,0,0.232472325,0.350553506,0.247232472,0.129151292,0.26199262,0.468634686,1,top5gen/data/waterbottle2.jpeg->vacuum
top5gen/data/waterbottle2.jpeg,0.22,water bottle,0.057534247,0,0.2,0.221917808,0.145205479,0.189041096,0.254794521,0.210958904,1,top5gen/data/waterbottle2.jpeg->water bottle
top5gen/data/waterbottle2.jpeg,0.02,plunger,0,0.051771117,0.215258856,0.335149864,0.302452316,0.335149864,0.335149864,0.738419619,1,top5gen/data/waterbottle2.jpeg->plunger
top5gen/data/waterbottle2.jpeg,0.02,nipple,0,0.012711864,0.271186441,0.169491525,0.084745763,0.203389831,0.169491525,0.254237288,1,top5gen/data/waterbottle2.jpeg->nipple
top5gen/data/waterbottle3.jpeg,0.26,miniature pinscher,0,0.01459854,0.386861314,0.489051095,0.474452555,0.357664234,0.357664234,0.591240876,1,top5gen/data/waterbottle3.jpeg->miniature pinscher
top5gen/data/waterbottle3.jpeg,0.16,black-and-tan coonhound,0,0.003389831,0.227118644,0.362711864,0.322033898,0.227118644,0.227118644,0.403389831,1,top5gen/data/waterbottle3.jpeg->black-and-tan coonhound
top5gen/data/waterbottle3.jpeg,0.11,Doberman,0,0.076923077,0.384615385,0.483076923,0.396923077,0.323076923,0.273846154,0.507692308,1,top5gen/data/waterbottle3.jpeg->Doberman
top5gen/data/waterbottle3.jpeg,0.1,basset,0,0.064308682,0.331189711,0.395498392,0.446945338,0.22829582,0.215434084,0.588424437,1,top5gen/data/waterbottle3.jpeg->basset
top5gen/data/waterbottle3.jpeg,0.08,Rottweiler,0,0.081168831,0.415584416,0.350649351,0.337662338,0.298701299,0.25974026,0.428571429,1,top5gen/data/waterbottle3.jpeg->Rottweiler
top5gen/data/waterbottle4.jpeg,0.66,water bottle,0.002915452,0,0.137026239,0.067055394,0.160349854,0.078717201,0.148688047,0.113702624,1,top5gen/data/waterbottle4.jpeg->water bottle
top5gen/data/waterbottle4.jpeg,0.08,beer bottle,0.067857143,0,0.042857143,0.214285714,0.142857143,0.157142857,0.142857143,0.142857143,1,top5gen/data/waterbottle4.jpeg->beer bottle
top5gen/data/waterbottle4.jpeg,0.03,pop bottle,0.02359882,0,0.103244838,0.209439528,0.126843658,0.091445428,0.197640118,0.197640118,1,top5gen/data/waterbottle4.jpeg->pop bottle
top5gen/data/waterbottle4.jpeg,0.02,pill bottle,0.044444444,0,0.185185185,0.303703704,0.081481481,0.22962963,0.081481481,0.288888889,1,top5gen/data/waterbottle4.jpeg->pill bottle
top5gen/data/waterbottle4.jpeg,0.02,wine bottle,0.223214286,0.102678571,0.178571429,0.267857143,0.25,0.125,0.321428571,0,1,top5gen/data/waterbottle4.jpeg->wine bottle
top5gen/data/waterbottle5.jpeg,0.42,water bottle,0.05625,0.08125,0.45,0.475,0.325,0.675,0.3,0,1,top5gen/data/waterbottle5.jpeg->water bottle
top5gen/data/waterbottle5.jpeg,0.19,pill bottle,0,0.015923567,0.337579618,0.337579618,0.452229299,0.401273885,0.324840764,0.49044586,1,top5gen/data/waterbottle5.jpeg->pill bottle
top5gen/data/waterbottle5.jpeg,0.07,hair spray,0.003125,0,0.4,0.4375,0.45,0.35,0.3,0.5,1,top5gen/data/waterbottle5.jpeg->hair spray
top5gen/data/waterbottle5.jpeg,0.04,pop bottle,0.133928571,0.102678571,0.5,0.482142857,0.410714286,0.428571429,0.392857143,0,1,top5gen/data/waterbottle5.jpeg->pop bottle
top5gen/data/waterbottle5.jpeg,0.04,syringe,0,0.088888889,0.502222222,0.431111111,0.342222222,0.431111111,0.36,0.004444444,1,top5gen/data/waterbottle5.jpeg->syringe
